id;Name;Summary;Positive Reviews
481;PowerWash Simulator;FuturLab Square Enix Casual Indie Simulation FPS Immersive Sim Relaxing Sandbox D FirstPerson Simulation Funny Story Rich Colorful Realistic Family Friendly Coop Wholesome Multiplayer Online CoOp Singleplayer Indie Cozy Atmospheric ;27082
482;Resident Evil 5;Capcom Action Adventure Action Zombies Coop ThirdPerson Shooter Horror Coop Campaign Online CoOp Adventure Multiplayer Third Person Survival Singleplayer Local Female Protagonist QuickTime Events Survival Gore Atmospheric D Vision ;26977
483;Counter-Strike Nexon: Studio;Valve Corporation Nexon Korea Corporation Action Casual Play mmo Play Zombies Multiplayer Sandbox FPS Shooter Action Gore FirstPerson Coop Online CoOp PvP mmo Singleplayer PvE Mod Funny Horror Walking Simulator Indie ;26724
484;Risk of Rain;Hopoo Games Chucklefish Action Indie RPG Action Roguelike Roguelike Indie Platformer Action Pixel Graphics Great Soundtrack Online CoOp Difficult Perma Death Coop D Local Roguelite Multiplayer RPG Singleplayer Addictive Survival ;26682
485;Two Point Hospital;Two Point SEGA Indie Simulation Simulation Medical Sim Management Building Funny Singleplayer Strategy Indie Sandbox Comedy Casual City Builder Cartoony Isometric Multiplayer Classic Family Friendly Retro Tactical ;26567
486;BioShock;K Boston Australia Action RPG FPS Atmospheric Story Rich Action Singleplayer Horror Steampunk FirstPerson Shooter Scifi RPG Classic Adventure Dystopian Underwater Immersive Dark Political Great Soundtrack Alternate History ;26543
487;Total War: EMPIRE : Definitive Edition;CREATIVE ASSEMBLY Feral Interactive Mac Linux SEGA Strategy Strategy Historical Military Grand TurnBased War Tactical RTS Multiplayer Singleplayer TurnBased Naval America Real Time Tactics Great Soundtrack Action Atmospheric Classic Adventure ;26493
488;Brick Rigs;Fluppisoft Simulation Sandbox Destruction Building Multiplayer LEGO Open World Family Friendly Physics Driving Simulation Funny Racing Action FirstPerson Zombies Singleplayer FPS Gun Customization Flight ;26418
489;HuniePop;HuniePot Indie RPG Simulation Strategy Nudity Mature Sexual Content Anime Dating Sim Puzzle Match Romance Hentai Singleplayer Cute Comedy Indie Casual RPG Story Rich Strategy Great Soundtrack Memes D ;26390
490;Titan Quest Anniversary Edition;Iron Lore Entertainment THQ Nordic Action RPG RPG Hack Slash Action Loot Mythology Multiplayer Coop Singleplayer Classic Action Adventure Fantasy Isometric TopDown Open World Atmospheric Great Soundtrack Story Rich Dungeon Crawler Level Editor ;26381
491;Back 4 Blood;Turtle Rock Warner Bros Games Action Zombies Online CoOp Multiplayer Shooter Action FPS Coop Gore Horror FirstPerson Blood Survival Singleplayer Violent Adventure Survival PvP PvE Roguelite ;26343
492;For King;IronOak Games Curve Adventure Indie RPG Strategy RPG Open World Strategy Online CoOp TurnBased Roguelike Multiplayer Coop Adventure TurnBased Combat Tabletop Roguelite PartyBased Indie Board Game Fantasy Hex Grid Local ;26270
493;DiRT Rally 2.0;Codemasters Codemasters Electronic Arts Racing Simulation Sports Racing Automobile Sim Simulation Multiplayer Sports Driving Realistic Offroad VR Difficult Singleplayer FirstPerson Open World Coop Controller D Vision Family Friendly TrackIR Action Adventure ;25838
494;Street Fighter V;Capcom Action Fighting Action D Fighter Multiplayer Competitive Arcade Local esports Anime D Controller Singleplayer Great Soundtrack Classic D Nudity Female Protagonist beatemup Funny ;25807
495;A Story About My Uncle;Gone North Games Coffee Stain Publishing Adventure Casual Adventure FirstPerson Parkour Singleplayer Indie Atmospheric Platformer Story Rich Puzzle D Fantasy Casual Short Scifi Relaxing Action Narration Great Soundtrack Family Friendly Difficult ;25706
496;Hero Siege;Elias Viglione Jussi Kukkonen Panic Art Action Adventure Indie mmo RPG RPG Action Roguelike Hack Slash Pixel Graphics Roguelike Multiplayer Indie Action Coop Adventure Local CoOp D Roguelite TopDown mmo Bullet Hell Singleplayer Difficult Controller ;25699
497;Shakes and Fidget;Playa Games GmbH Adventure Casual Play Indie mmo RPG Strategy Play RPG Casual mmo Multiplayer Adventure Strategy Clicker MMORPG Fantasy Character Customization Indie Comedy Medieval Singleplayer Funny Classic Dark Humor Story Rich Cult ;25639
498;Magicka;Arrowhead Game Paradox Interactive Action RPG Comedy Coop Action Fantasy Online CoOp Magic RPG Multiplayer Adventure Funny Local Player Local Indie Difficult Singleplayer TeamBased Action Arcade Strategy ;25383
499;ACE COMBAT 7: SKIES UNKNOWN;Bandai Namco Inc Entertainment Action Simulation Flight Jet Military War Shooter Arcade Cinematic PvP Simulation D FirstPerson Third Person Action Story Rich Multiplayer Great Soundtrack Silent Protagonist Scifi Realistic Singleplayer ;25371
500;Medieval Dynasty;Render Cube Toplitz Productions Action Adventure RPG Simulation Survival Building Open World Medieval Singleplayer RPG City Builder Crafting Simulation Sandbox Colony Sim Adventure Resource Management Realistic Exploration Action FirstPerson Historical Atmospheric ;25348
501;The Walking Dead: Season Two;Telltale Games Skybound Adventure Zombies Adventure Story Rich Episodic pointclick Singleplayer Female Protagonist Drama Atmospheric Choices Matter Horror Choose Your Own Comic Book Emotional Mature Survival Cinematic Postapocalyptic Action QuickTime Events ;25317
502;Quake Champions;id Software Bethesda Softworks Action Arena Shooter Hero FPS Multiplayer Play FastPaced Gore Action FirstPerson Competitive Violent esports Difficult Classic Scifi Lovecraftian Singleplayer Horror ;25222
503;Total War: MEDIEVAL II : Definitive Edition;CREATIVE ASSEMBLY Feral Interactive Mac Linux SEGA Strategy Strategy Medieval Historical TurnBased Grand War RTS Tactical Singleplayer Multiplayer Moddable Military TurnBased Real Time Tactics Classic Simulation Action Sandbox Great Soundtrack X ;25187
504;Age of Mythology: Extended Edition;SkyBox Labs Ensemble Xbox Game Simulation Strategy Strategy Mythology RTS Classic Multiplayer Nostalgia Great Soundtrack Epic Singleplayer Fantasy Simulation Historical Atmospheric RealTime Tactical Adventure Story Rich Coop Remake Action ;25091
505;Skullgirls 2nd Encore;Hidden Variable Autumn Games Action Fighting D Fighter Indie Female Protagonist Handdrawn Multiplayer Competitive Stylized Anime Local Crowdfunded Controller Singleplayer LoreRich Noir D Action Arcade Cartoon Story Rich ;24858
506;Mafia III: Definitive Edition;Hangar Aspyr Mac K Action Adventure Crime Open World Action Story Rich Singleplayer Third Person Violent Shooter Atmospheric Great Soundtrack ThirdPerson Adventure Nudity Stealth Multiplayer Classic Mature Sandbox Gore FPS ;24855
507;The Talos Principle;Croteam Devolver Digital Action Adventure Puzzle Philosophical FirstPerson Scifi Atmospheric Story Rich Singleplayer Great Soundtrack Robots Adventure Exploration Indie Open World Multiple Endings Difficult Mystery Postapocalyptic Action Simulation Science ;24776
508;Grand Theft Auto: Vice City;Rockstar Games Action Open World Action Automobile Sim s Classic Great Soundtrack Crime Third Person Singleplayer Driving Sandbox Atmospheric ThirdPerson Shooter Violent Adventure Mature Music Funny Multiplayer ;24724
509;Rivals of Aether;Dan Fornace Fighting D Fighter Pixel Graphics Multiplayer Indie Local Competitive D Great Soundtrack Platformer Player Local Action Games Workshop Controller Arcade Moddable beatemup Singleplayer Retro GameMaker ;24699
510;Watch_Dogs;Ubisoft Action Adventure Open World Hacking Action Multiplayer Third Person Adventure Stealth ThirdPerson Shooter Singleplayer Atmospheric Parkour Sandbox Epic Dog Driving Coop Beautiful Strategy Futuristic ;24685
511;STAR WARS - Knights of the Old Republic;BioWare Aspyr Mac LucasArts Mac Disney Lucasfilm Adventure RPG RPG Scifi Story Rich Singleplayer Classic Adventure PartyBased RealTime Pause Choices Matter Third Person Action Exploration Space Fantasy Atmospheric TurnBased Great Soundtrack Moddable Female Protagonist Open World ;24613
512;Unheard;NEXT s bilibili Indie RPG Simulation Detective Puzzle Indie RPG Mystery Simulation Story Rich Horror Singleplayer Atmospheric pointclick D Investigation TopDown Short Multiplayer ;24612
513;NEKOPARA Vol. 1;NEKO WORKs Sekai Project Casual Hentai Anime Nudity Sexual Content Mature Visual Novel Cute Dating Sim Singleplayer Story Rich Romance Casual Indie Great Soundtrack Cats NSFW Funny Linear Atmospheric Female Protagonist ;24610
514;World War 3;The Farm Wishlist Games Winds Entertainment Action FPS Multiplayer Shooter Military Tactical War Modern PvP Action TeamBased Combat Realistic FirstPerson Character Customization Gun Atmospheric D Physics Vehicular ;24548
515;Graveyard Keeper;Lazy Bear Games tinyBuild Adventure Indie RPG Simulation Pixel Graphics Crafting RPG Simulation Sandbox Indie Management Singleplayer Medieval Adventure Building Dark Humor Agriculture D Story Rich Fantasy Dark Gore Mystery Violent ;24490
516;KovaaK's;The Meta Action Indie Simulation Action Shooter Simulation FPS Indie FirstPerson Software Training Singleplayer Multiplayer Controller ThirdPerson ;24420
517;Nioh: Complete Edition;KOEI TECMO GAMES CO LTD Action RPG Soulslike Action RPG Difficult Hack Slash Dark Fantasy Ninja Action Third Person JRPG Singleplayer Coop Multiplayer Historical Loot Adventure Atmospheric Nudity Great Soundtrack ;24331
518;The Sims 3;The Sims Electronic Arts Simulation Life Sim Simulation Character Customization Building Sandbox Singleplayer Casual Funny Moddable RPG Romance Family Friendly Comedy Adventure Multiplayer Nudity Great Soundtrack Strategy Action ;24244
519;Age of History II;Łukasz Jakowski Games Strategy Strategy Historical War Grand TurnBased TurnBased Political Sim Simulation Sandbox Singleplayer Political World Wartwo Diplomacy Multiplayer Politics Alternate History War I Indie Casual Open World ;24143
520;Creativerse;Playful Corp Action Adventure Casual Play Indie mmo RPG Simulation Play Open World Survival Craft Multiplayer Survival World Building Sandbox Crafting Adventure FirstPerson Coop mmo Action Singleplayer RPG Indie Casual Simulation Voxel ;24010
521;GRID 2;Codemasters Racing Racing Sports Racing Driving Sports Multiplayer Arcade Simulation Singleplayer Realistic Action Controller Split Screen Local Open World Coop Online CoOp Casual FirstPerson D Vision Automobile Sim ;23997
522;Sven Co-op;Sven Coop team Action Casual Play FPS Coop Online CoOp Shooter shootem Up Retro TeamBased s Casual PvE D FirstPerson Third Person Play Conversation Action Puzzle Survival Moddable Combat ;23995
523;Total War: ATTILA;CREATIVE ASSEMBLY SEGA Strategy Strategy Historical War TurnBased Grand RTS Tactical Multiplayer Rome Singleplayer Real Time Tactics Medieval Atmospheric Coop Action TurnBased Open World Simulation Survival Adventure ;23983
524;L.A. Noire;Team Bondi Rockstar Leeds Games Adventure Strategy Detective Crime Open World Noir Adventure Story Rich Mystery Third Person Investigation Cinematic Singleplayer Action Atmospheric Mature Nudity Strategy Puzzle ThirdPerson Shooter Thriller D Vision ;23952
525;Bloons TD Battles;Ninja Kiwi Action Play Strategy Play Tower Defense Multiplayer Strategy Action Competitive PvP Casual Funny D Coop Family Friendly mmo Mod Singleplayer Difficult Building Sandbox Adventure Indie ;23853
526;Dread Hunger;Dread Hunger Team Digital Confectioners Action Adventure Multiplayer Survival Social Deduction Online CoOp Coop Horror Psychological PvP TeamBased Gore Indie Strategy Action Funny Difficult FirstPerson Dark Adventure Blood Atmospheric ;23825
527;Age of Empires III: Definitive Edition;Tantalus Media Forgotten Empires Xbox Game Strategy Strategy RTS BaseBuilding Multiplayer Military Historical City Builder War Singleplayer Resource Management D PvP Combat Story Rich Level Editor Moddable Coop Online CoOp Classic Medieval ;23776
528;Life is Strange 2;DONTNOD Entertainment Feral Interactive Mac Linux Square Enix Adventure Choices Matter Story Rich Adventure Singleplayer Great Soundtrack Atmospheric Episodic Drama Sexual Content Choose Your Own pointclick Third Person Walking Simulator LGBTQ Mystery Nudity Puzzle Funny Comedy Classic ;23714
529;Command & Conquer Remastered Collection;Petroglyph Lemon Sky Electronic Arts Strategy Strategy RTS BaseBuilding Classic Multiplayer Great Soundtrack War Singleplayer s FMV Level Editor Remake PvP Tanks Cinematic Isometric Real Time Tactics Retro ;23708
530;My Friend Pedro;DeadToast Entertainment Devolver Digital Action Action Indie Shooter Parkour Violent Bullet Time Great Soundtrack Gore Singleplayer Side Scroller Platformer FastPaced Funny Comedy D D Blood Physics Controller Multiplayer ;23624
531;RISK: Global Domination;SMG Casual Play Strategy Play Board Game Multiplayer Strategy TurnBased War TurnBased Casual Tactical Singleplayer Tabletop Tactics Local CoOp Classic Indie Online Grand Psychological Horror mmo ;23617
532;Hurtworld;Bankroll Action Adventure Simulation Survival FPS Open World Multiplayer World Survival Craft Crafting Building PvP Adventure Sandbox Action Coop FirstPerson Shooter Simulation Third Person Singleplayer Indie Cartoony ;23539
533;Blasphemous;The Game Kitchen Team Action Adventure Metroidvania Soulslike Pixel Graphics Gore Dark Fantasy Violent D Action Indie Platformer Difficult Adventure Blood Horror Singleplayer Gothic LoreRich Great Soundtrack Nudity Side Scroller ;23424
534;MudRunner;Saber Interactive Focus Entertainment Simulation Offroad Simulation Automobile Sim Driving Multiplayer Realistic Open World Physics Coop Online CoOp Mod Moddable Racing Singleplayer Sandbox Exploration Atmospheric Adventure FirstPerson Third Person ;23347
535;Tales of Arise;Bandai Namco Inc Entertainment Action RPG Anime JRPG RPG Action Singleplayer Action Fantasy Open World Story Rich Third Person Magic Combat Adventure Controller Female Protagonist Romance Character Customization Hack Slash Sexual Content Multiplayer ;23221
536;Draw & Guess;Acureus Casual Casual Multiplayer Handdrawn Funny Family Friendly Experimental Word Game Relaxing Education Time Management D Abstract Cartoon Minimalist Stylized Comedy PvP Linear Coop Online CoOp ;23161
537;Danganronpa: Trigger Happy Havoc;Spike Chunsoft Co Ltd Abstraction Games Ltd Adventure Anime Visual Novel Detective Mystery Story Rich Great Soundtrack Singleplayer Psychological Horror Adventure Dark Comedy Puzzle Humor pointclick Funny Exploration Survival Action Memes ;23155
